genome,domain,phylum,class,order,family,genus,species,completeness,contamination,length
HPB:bin_000126,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Merdibacter,s__Merdibacter merdavium,98.8,0.5,2898298
HPB:bin_000127,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__Pelethomonas sp944387775,93.85,1.64,3177708
HPB:bin_000130,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter sp900755895,100,0.25,3823023
HPB:bin_000131,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,98.27,0.32,3502882
HPB:bin_000132,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Caccousia,s__Caccousia avicola,100,0.74,3436063
HPB:bin_000137,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Thomasclavelia,s__Thomasclavelia sp017889095,100,5.2,3723405
HPB:bin_000138,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma sp944383645,96.71,0.04,3398114
HPB:bin_000140,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__Ornithomonoglobus sp904420525,100,0.29,3751097
HPB:bin_000143,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_A,s__Lachnoclostridium_A stercoripullorum,98.05,0.31,3432958
HPB:bin_000144,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pelethomonas,s__Pelethomonas intestinigallinarum,98.37,0.08,3462960
HPB:bin_000146,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__Ruthenibacterium sp944386565,97.88,0.9,3409650
HPB:bin_000147,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fimimorpha,s__Fimimorpha faecalis,100,0.14,3715940
HPB:bin_000148,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes onderdonkii,99.98,0.3,3381268
HPB:bin_000149,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Clostridium_Q,s__Clostridium_Q saccharolyticum_A,97.8,0.3,3639755
HPB:bin_000151,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Caccousia,s__Caccousia sp900752115,100,0.09,3654938
HPB:bin_000152,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__Eisenbergiella merdigallinarum,99.57,1.26,3690028
HPB:bin_000153,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,99.65,1.34,3673347
HPB:bin_000154,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Merdisoma,s__Merdisoma sp002160825,98.78,0.11,3507600
HPB:bin_000155,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter gallistercoris,100,0.53,3471208
HPB:bin_000157,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger stercoravium,97.45,3.93,3613890
HPB:bin_000158,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp900545895,99.1,0.68,3664022
HPB:bin_000159,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor avicola,99.95,0.02,3619430
HPB:bin_000160,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter pullicola,99.96,2.2,3758327
HPB:bin_000161,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__Acetatifactor stercoripullorum,100,2.45,3866118
HPB:bin_000162,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__,99.91,0.51,3505409
HPB:bin_000164,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_A,s__Lachnoclostridium_A pullistercoris,99.55,2.53,3664335
HPB:bin_000165,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor sp944385585,100,0.12,3743841
HPB:bin_000166,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Fournierella,s__Fournierella massiliensis,97.57,0.64,3659304
HPB:bin_000167,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__Odoribacter splanchnicus,99.99,0.66,4428698
HPB:bin_000169,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__Ventricola intestinavium,98.5,4.05,4249415
HPB:bin_000171,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia,s__Blautia merdipullorum,99.99,0.65,4446841
HPB:bin_000172,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,99.95,0.17,4471431
HPB:bin_000176,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides ovatus,99.96,1.13,6534231
HPB:bin_000177,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides cellulosilyticus,99.85,0.71,6773629
HPB:bin_000178,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__CAG-465 sp944388585,99.43,1.67,1654641
HPB:bin_000179,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Scybalousia,s__Scybalousia sp944350415,96.06,0.5,1462616
HPB:bin_000180,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944386685,100,1.73,1934189
HPB:bin_000181,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944386725,98.94,2.87,1695189
HPB:bin_000183,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Onthoplasma,s__Onthoplasma sp944377485,99.99,0.48,1205375
HPB:bin_000184,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__Protoclostridium,s__Protoclostridium sp944372345,93.17,0.28,1976158
HPB:bin_000185,d__Bacteria,p__Bacillota_A,c__Clostridia,o__HGM11327,f__HGM11327,g__HGM11327,s__HGM11327 sp900759935,96.07,0.02,2191425
HPB:bin_000186,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-452,s__CAG-452 sp944392485,93.78,2.2,1305785
HPB:bin_000187,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944386165,100,0.85,1978792
HPB:bin_000188,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia faecigallinarum,95.53,0.1,1979728
HPB:bin_000189,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R faecale,97.14,0.13,2246326
HPB:bin_000192,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-452,s__,96.5,4.75,1381039
HPB:bin_000193,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Negativibacillus,s__Negativibacillus faecipullorum,99.56,0.69,2902345
HPB:bin_000196,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma stercoravium,94.79,0.16,2255805
HPB:bin_000202,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-267,s__CAG-267 sp001917135,100,0.6,1951743
HPB:bin_000204,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__,s__,98.34,0.04,2331148
HPB:bin_000205,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp944363665,93.85,0.77,1401752
HPB:bin_000210,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__Protoclostridium,s__Protoclostridium sp944362615,94.55,0.01,1769054
HPB:bin_000213,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus gallinarum,99.93,0.22,2001485
HPB:bin_000214,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp930990975,98.94,0.74,1428039
HPB:bin_000217,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,99.23,3.31,1834297
HPB:bin_000218,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944393395,100,1.16,1763579
HPB:bin_000220,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__Ventrimonas merdavium,98.39,0.99,4245509
HPB:bin_000221,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944372335,100,1.75,1290059
HPB:bin_000224,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__,97.7,0.04,1042069
HPB:bin_000225,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,100,2.69,1670876
HPB:bin_000229,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__UBA1822,s__UBA1822 sp002314995,98.3,0.19,1752121
HPB:bin_000231,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus oris,99.62,0.33,2150583
HPB:bin_000232,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter avistercoris,95.19,0.93,3430024
HPB:bin_000234,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faeciplasma,s__Faeciplasma gallinarum,99.85,0.08,2030280
HPB:bin_000235,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas gallistercoris,93.45,0.59,2097198
HPB:bin_000236,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAJFPI01,s__CAJFPI01 sp904419145,96.92,0.74,3436578
HPB:bin_000240,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus sp017886875,98.06,0,2045222
HPB:bin_000242,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__Gallimonas sp900548845,93.88,0.53,2188923
HPB:bin_000245,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus vaginalis,99.98,0.19,1884015
HPB:bin_000246,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Intestinimonas,s__Intestinimonas sp944387725,97.28,1.66,4290231
HPB:bin_000247,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Avigastranaerophilus,s__Avigastranaerophilus sp944322615,97.16,0.3,2049372
HPB:bin_000248,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-631,g__Caccosoma,s__Caccosoma sp900762575,98.2,0.11,1656342
HPB:bin_000249,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia excrementipullorum,94.17,1.32,2924898
HPB:bin_000251,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__,95.4,2.23,1976932
HPB:bin_000252,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__Ornithomonoglobus,s__Ornithomonoglobus sp944393255,100,0.25,3252435
HPB:bin_000253,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp904419495,98.4,0.36,2097467
HPB:bin_000255,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,99.02,1.45,1750046
HPB:bin_000256,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1994,s__,99.61,2.6,1871232
HPB:bin_000260,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp904378095,98.5,4.51,1689822
HPB:bin_000261,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Scatenecus,s__Scatenecus faecavium,99.94,0.61,2066470
HPB:bin_000267,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_A,s__Lachnoclostridium_A sp002160755,98.52,2.5,4054905
HPB:bin_000268,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__JAAWPK01,s__JAAWPK01 sp944388635,98.78,3.24,1597303
HPB:bin_000273,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__RGIG4074,s__RGIG4074 sp017886575,95.22,0.07,2073347
HPB:bin_000274,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__SIG32,s__SIG32 sp944323995,99.43,0.14,1739974
HPB:bin_000275,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,97.41,3.38,2160685
HPB:bin_000276,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Enterenecus,s__Enterenecus faecium,99.7,0.12,2968146
HPB:bin_000277,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__Eubacterium_G sp904420085,96.38,0,2555086
HPB:bin_000278,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma excrementipullorum,94.14,0.29,2500774
HPB:bin_000279,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus coleohominis,99.85,0.26,1748835
HPB:bin_000284,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp944392545,97.02,1.89,1609742
HPB:bin_000286,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__Caccenecus avistercoris,94.71,1.58,1609103
HPB:bin_000287,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp944392505,96.23,2.39,1528581
HPB:bin_000288,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__,98.68,0.41,1392949
HPB:bin_000290,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__Pelethousia,s__Pelethousia gallinarum,97.43,0.53,2752716
HPB:bin_000291,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__Ruthenibacterium merdipullorum,97.92,0.68,2652217
HPB:bin_000292,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,100,1.41,1386557
HPB:bin_000293,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Limiplasma,s__Limiplasma pullistercoris,94.93,0.97,3325496
HPB:bin_000294,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__Caccenecus sp900758895,93.75,0.95,1501972
HPB:bin_000295,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum merdigallinarum,98.24,2.61,3820099
HPB:bin_000297,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__CAJKWP01,s__CAJKWP01 sp944381825,97.57,0.5,1061436
HPB:bin_000300,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__Scatocola,s__Scatocola faecipullorum,100,0.49,2051586
HPB:bin_000301,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter pullicola,99.71,1.18,2855156
HPB:bin_000302,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter merdavium,99.9,1.78,3873977
HPB:bin_000303,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__CAG-196 sp944326455,99.99,1.05,1951754
HPB:bin_000307,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__Caccenecus sp944358145,94.75,2.35,1503056
HPB:bin_000308,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,97.51,1,2143955
HPB:bin_000309,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944377825,100,1.63,1326568
HPB:bin_000310,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__Ornithoclostridium,s__Ornithoclostridium excrementipullorum,96.15,0.06,2014408
HPB:bin_000311,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,93.83,2.75,1794409
HPB:bin_000314,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium gallistercoris,99.98,0.28,3294405
HPB:bin_000315,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoflavonifractor_A,s__Pseudoflavonifractor_A intestinipullorum,96.72,0.21,3391854
HPB:bin_000316,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,99.29,2.32,1935642
HPB:bin_000318,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__CAG-465 sp944383035,98.91,4.85,1629556
HPB:bin_000319,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma sp944341075,95.32,0.04,2273492
HPB:bin_000320,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,95.67,2.81,1649596
HPB:bin_000321,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,97.6,2.84,1975002
HPB:bin_000323,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944386715,98.21,0.31,1826642
HPB:bin_000324,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Scatosoma,s__Scatosoma sp900555925,93.27,0.06,2855564
HPB:bin_000325,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__Galligastranaerophilus_A,s__Galligastranaerophilus_A gallistercoris,99.75,0.55,1899390
HPB:bin_000326,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp017886645,95.8,0.9,1723909
HPB:bin_000327,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__CAJFVJ01,g__Adamsella,s__Adamsella avium,99.71,1.06,2120705
HPB:bin_000328,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthocola_B,s__Onthocola_B sp944331835,93.28,3.44,1581184
HPB:bin_000331,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor avistercoris,99.99,0.03,3233889
HPB:bin_000332,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp944391835,98.81,4.85,2117874
HPB:bin_000333,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia sp904419945,94.14,0.05,2373383
HPB:bin_000340,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecenecus,s__Faecenecus sp944358775,94.16,0.13,1386172
HPB:bin_000341,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Metalachnospira,s__Metalachnospira gallinarum,95.29,0.09,2261523
HPB:bin_000343,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia excrementipullorum,99.41,0.33,2624004
HPB:bin_000347,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Enorma,s__Enorma massiliensis,99.91,0.68,2392724
HPB:bin_000348,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,94.51,0.72,1673294
HPB:bin_000349,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__Limadaptatus,s__Limadaptatus sp900554085,96.81,0,1613323
HPB:bin_000350,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,98.81,4.11,1774935
HPB:bin_000355,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,96.15,2.93,1837468
HPB:bin_000356,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Coprosoma,s__Coprosoma sp900546055,93.71,0.27,1423237
HPB:bin_000358,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp930990515,100,1.04,1267059
HPB:bin_000359,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium avium,99.99,1.38,3359959
HPB:bin_000360,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus reuteri_E,100,0.11,2241742
HPB:bin_000361,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia gallistercoris,100,0.28,2904740
HPB:bin_000362,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faeciplasma,s__Faeciplasma pullistercoris,99.83,0.35,2469906
HPB:bin_000363,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp944388705,98.53,3.23,1708238
HPB:bin_000365,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Caccenecus,s__Caccenecus sp944358125,94.34,0.7,1498770
HPB:bin_000366,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp944349535,98.88,0.23,984620
HPB:bin_000367,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__CAJFVJ01,g__Adamsella,s__Adamsella sp944323485,99.9,1.03,2137561
HPB:bin_000369,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,99.53,1.17,1982804
HPB:bin_000371,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__Galligastranaerophilus,s__Galligastranaerophilus sp944324405,99.92,1.06,2054394
HPB:bin_000373,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__CALXSR01,g__CALXSR01,s__CALXSR01 sp944391215,97.78,2.07,2226264
HPB:bin_000376,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-917,g__Limadaptatus,s__Limadaptatus sp944332815,96.99,0,1689232
HPB:bin_000378,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CALXCT01,s__CALXCT01 sp944386055,100,0.13,2939526
HPB:bin_000379,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecimonas,s__Faecimonas intestinavium,93.85,1.03,1544559
HPB:bin_000380,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,98.61,6.84,2123529
HPB:bin_000381,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__UBA1417 sp900552925,99.97,0.8,2744339
HPB:bin_000383,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Coprosoma,s__Coprosoma sp944358495,92.46,2.41,1494011
HPB:bin_000392,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Pseudoruminococcus_B,s__Pseudoruminococcus_B merdavium,99.26,0.98,2544645
HPB:bin_000397,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Pullichristensenella,s__,89.69,6.32,2824288
HPB:bin_000398,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,95.28,0.11,2755749
